match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T205793,RCB Vs Capitals,Capitals,Mustafizur Rahman,4,0,48,0,12,8,7,2,1,0
T205793,RCB Vs Capitals,Capitals,Shardul Thakur,4,0,27,1,6.75,14,3,1,1,0
T205793,RCB Vs Capitals,Capitals,Khaleel Ahmed,4,0,36,1,9,9,3,2,0,0
T205793,RCB Vs Capitals,Capitals,Axar Patel,4,0,29,1,7.25,7,3,0,1,0
T205793,RCB Vs Capitals,Capitals,Kuldeep Yadav,4,0,46,1,11.5,7,3,3,3,0
T205793,RCB Vs Capitals,RCB,Glenn Maxwell,2,0,14,0,7,4,0,1,0,0
T205793,RCB Vs Capitals,RCB,Mohammed Siraj,4,0,31,2,7.75,10,1,2,0,0
T205793,RCB Vs Capitals,RCB,Josh Hazlewood,4,0,28,3,7,12,3,1,1,0
T205793,RCB Vs Capitals,RCB,Shahbaz Ahmed,2,0,19,0,9.5,3,1,1,2,0
T205793,RCB Vs Capitals,RCB,Harshal Patel,4,0,40,0,10,5,3,2,1,0
T205793,RCB Vs Capitals,RCB,Wanindu Hasaranga,4,0,40,1,10,9,3,3,0,0
T204555,Super Giants Vs Mumbai,Mumbai,Tilak Varma,1,0,7,0,7,2,1,0,0,0
T204555,Super Giants Vs Mumbai,Mumbai,Jaydev Unadkat,4,0,32,2,8,8,3,1,1,0
T204555,Super Giants Vs Mumbai,Mumbai,Murugan Ashwin,4,0,33,1,8.25,8,2,2,0,0
T204555,Super Giants Vs Mumbai,Mumbai,Jasprit Bumrah,4,0,24,0,6,9,1,0,2,0
T204555,Super Giants Vs Mumbai,Mumbai,Tymal Mills,3,0,54,0,18,3,9,2,1,0
T204555,Super Giants Vs Mumbai,Mumbai,Fabian Allen,4,0,46,1,11.5,6,4,3,0,0
T204555,Super Giants Vs Mumbai,Super Giants,Jason Holder,4,0,34,1,8.5,7,2,1,2,0
T204555,Super Giants Vs Mumbai,Super Giants,Dushmantha Chameera,4,0,48,1,12,11,3,4,1,0
T204555,Super Giants Vs Mumbai,Super Giants,Avesh Khan,4,0,30,3,7.5,14,6,0,1,0
T204555,Super Giants Vs Mumbai,Super Giants,Ravi Bishnoi,4,0,34,1,8.5,4,4,0,1,0
T204555,Super Giants Vs Mumbai,Super Giants,Marcus Stoinis,2,0,13,1,6.5,4,1,0,0,0
T204555,Super Giants Vs Mumbai,Super Giants,Krunal Pandya,2,0,16,0,8,2,2,0,0,0
T208105,KKR Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,37,1,9.25,13,4,2,1,0
T208105,KKR Vs Sunrisers,Sunrisers,Marco Jansen,4,0,26,1,6.5,12,2,1,1,0
T208105,KKR Vs Sunrisers,Sunrisers,TNatarajan ,4,0,37,3,9.25,11,4,2,0,0
T208105,KKR Vs Sunrisers,Sunrisers,Umran Malik,4,0,27,2,6.75,15,1,2,0,0
T208105,KKR Vs Sunrisers,Sunrisers,Shashank Singh,1,0,10,0,10,1,1,0,1,0
T208105,KKR Vs Sunrisers,Sunrisers,Jagadeesha Suchith,3,0,32,1,10.66,6,3,2,0,0
T208105,KKR Vs Sunrisers,KKR,Umesh Yadav,4,0,31,0,7.75,10,5,0,1,0
T208105,KKR Vs Sunrisers,KKR,Pat Cummins,3.5,0,40,1,10.43,8,3,2,2,0
T208105,KKR Vs Sunrisers,KKR,Andre Russell,2,0,20,2,10,6,1,2,1,0
T208105,KKR Vs Sunrisers,KKR,Aman HakimKhan,1,0,13,0,13,1,1,1,0,0
T208105,KKR Vs Sunrisers,KKR,Varun Chakravarthy,3,0,45,0,15,2,3,4,0,0
T208105,KKR Vs Sunrisers,KKR,Sunil Narine,4,0,23,0,5.75,8,0,1,0,0
T207043,Titans Vs Royals,Royals,James Neesham,3,0,29,0,9.66,5,5,0,0,0
T207043,Titans Vs Royals,Royals,Prasidh Krishna,4,0,35,0,8.75,11,5,1,1,1
T207043,Titans Vs Royals,Royals,Kuldeep Sen,4,0,51,1,12.75,6,9,1,0,0
T207043,Titans Vs Royals,Royals,Yuzvendra Chahal,4,0,32,1,8,6,1,2,1,0
T207043,Titans Vs Royals,Royals,Riyan Parag,1,0,12,1,12,2,1,1,0,0
T207043,Titans Vs Royals,Royals,Ravichandran Ashwin,4,0,33,0,8.25,9,1,2,1,0
T207043,Titans Vs Royals,Titans,Mohammed Shami,4,0,39,1,9.75,6,4,1,0,0
T207043,Titans Vs Royals,Titans,Yash Dayal,4,0,40,3,10,13,6,2,0,0
T207043,Titans Vs Royals,Titans,Rashid Khan,4,0,24,0,6,11,1,1,0,0
T207043,Titans Vs Royals,Titans,Lockie Ferguson,4,0,23,3,5.75,12,0,2,0,0
T207043,Titans Vs Royals,Titans,Rahul Tewatia,1,0,9,0,9,2,0,1,0,0
T207043,Titans Vs Royals,Titans,Hardik Pandya,2.3,0,18,1,7.2,4,1,0,2,0
T207043,Titans Vs Royals,Titans,Vijay Shankar,0.3,0,1,0,2,2,0,0,0,0
T208002,Punjab Kings Vs Mumbai,Mumbai,Basil Thampi,4,0,47,2,11.75,7,3,3,2,0
T208002,Punjab Kings Vs Mumbai,Mumbai,Jaydev Unadkat,4,0,44,1,11,8,3,3,1,0
T208002,Punjab Kings Vs Mumbai,Mumbai,Jasprit Bumrah,4,0,28,1,7,6,2,0,2,0
T208002,Punjab Kings Vs Mumbai,Mumbai,Murugan Ashwin,4,0,34,1,8.5,7,2,2,0,0
T208002,Punjab Kings Vs Mumbai,Mumbai,Tymal Mills,4,0,37,0,9.25,6,4,1,2,0
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Vaibhav Arora,4,0,43,1,10.75,9,2,4,2,0
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Kagiso Rabada,4,0,29,2,7.25,15,3,2,0,0
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Arshdeep Singh,4,0,29,0,7.25,11,2,1,0,1
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Odean Smith,3,0,30,4,10,9,1,3,2,0
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Liam Livingstone,1,0,11,0,11,1,2,0,0,0
T208002,Punjab Kings Vs Mumbai,Punjab Kings,Rahul Chahar,4,0,44,0,11,6,2,4,0,0
T203601,Super Kings Vs RCB,RCB,Mohammed Siraj,4,0,37,0,9.25,11,4,2,0,1
T203601,Super Kings Vs RCB,RCB,Josh Hazlewood,4,0,33,1,8.25,12,1,3,1,0
T203601,Super Kings Vs RCB,RCB,Akash Deep,4,0,58,0,14.5,6,5,4,4,0
T203601,Super Kings Vs RCB,RCB,Glenn Maxwell,3,0,29,0,9.66,9,0,4,0,0
T203601,Super Kings Vs RCB,RCB,Shahbaz Ahmed,2,0,18,0,9,1,0,1,0,0
T203601,Super Kings Vs RCB,RCB,Wanindu Hasaranga,3,0,35,2,11.66,6,2,3,1,0
T203601,Super Kings Vs RCB,Super Kings,Moeen Ali,3,0,19,0,6.33,8,3,0,0,0
T203601,Super Kings Vs RCB,Super Kings,Mukesh Choudhary,3,0,40,1,13.33,4,2,2,2,0
T203601,Super Kings Vs RCB,Super Kings,Maheesh Theekshana,4,0,33,4,8.25,10,1,3,0,0
T203601,Super Kings Vs RCB,Super Kings,Ravindra Jadeja,4,0,39,3,9.75,10,4,2,0,0
T203601,Super Kings Vs RCB,Super Kings,Chris Jordan,2,0,20,0,10,2,3,0,0,0
T203601,Super Kings Vs RCB,Super Kings,Dwayne Bravo,4,0,42,1,10.5,6,4,0,6,1
T208211,Titans Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,37,2,9.25,10,3,0,4,0
T208211,Titans Vs Sunrisers,Sunrisers,Marco Jansen,4,0,27,1,6.75,8,3,0,2,0
T208211,Titans Vs Sunrisers,Sunrisers,Washington Sundar,3,0,14,0,4.66,7,1,0,0,0
T208211,Titans Vs Sunrisers,Sunrisers,TNatarajan ,4,0,34,2,8.5,8,4,1,1,0
T208211,Titans Vs Sunrisers,Sunrisers,Umran Malik,4,0,39,1,9.75,8,5,0,1,0
T208211,Titans Vs Sunrisers,Sunrisers,Aiden Markram,1,0,9,0,9,2,0,1,0,0
T208211,Titans Vs Sunrisers,Titans,Mohammed Shami,4,0,32,0,8,8,3,1,0,0
T208211,Titans Vs Sunrisers,Titans,Hardik Pandya,4,0,27,1,6.75,10,0,2,0,0
T208211,Titans Vs Sunrisers,Titans,Lockie Ferguson,4,0,46,0,11.5,9,6,2,2,0
T208211,Titans Vs Sunrisers,Titans,Rashid Khan,4,0,28,1,7,6,2,0,0,0
T208211,Titans Vs Sunrisers,Titans,Darshan Nalkande,2.1,0,22,0,10.15,4,1,1,1,0
T208211,Titans Vs Sunrisers,Titans,Rahul Tewatia,1,0,10,0,10,1,0,1,0,0
T207999,Royals Vs Super Giants,Super Giants,Dushmantha Chameera,4,0,22,0,5.5,14,2,0,2,0
T207999,Royals Vs Super Giants,Super Giants,Jason Holder,4,0,50,2,12.5,9,3,5,0,0
T207999,Royals Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,29,0,7.25,7,3,0,3,0
T207999,Royals Vs Super Giants,Super Giants,Avesh Khan,4,0,31,1,7.75,9,1,2,1,0
T207999,Royals Vs Super Giants,Super Giants,Krishnappa Gowtham,4,0,30,2,7.5,11,0,3,0,0
T207999,Royals Vs Super Giants,Royals,Trent Boult,4,0,30,2,7.5,12,4,0,1,0
T207999,Royals Vs Super Giants,Royals,Prasidh Krishna,4,0,35,1,8.75,13,4,2,1,0
T207999,Royals Vs Super Giants,Royals,Ravichandran Ashwin,4,0,20,0,5,5,0,0,0,0
T207999,Royals Vs Super Giants,Royals,Kuldeep Sen,4,0,35,1,8.75,8,2,2,0,0
T207999,Royals Vs Super Giants,Royals,Yuzvendra Chahal,4,0,41,4,10.25,7,3,2,2,0
T208705,Capitals Vs KKR,KKR,Umesh Yadav,4,0,48,1,12,8,5,3,0,1
T208705,Capitals Vs KKR,KKR,Rasikh Salam,1,0,10,0,10,2,2,0,0,0
T208705,Capitals Vs KKR,KKR,Pat Cummins,4,0,51,0,12.75,5,4,3,2,0
T208705,Capitals Vs KKR,KKR,Varun Chakravarthy,4,0,44,1,11,8,3,3,0,2
T208705,Capitals Vs KKR,KKR,Sunil Narine,4,0,21,2,5.25,12,3,0,0,0
T208705,Capitals Vs KKR,KKR,Andre Russell,2,0,16,1,8,3,0,1,0,0
T208705,Capitals Vs KKR,KKR,Venkatesh Iyer,1,0,14,0,14,0,1,1,0,0
T208705,Capitals Vs KKR,Capitals,Mustafizur Rahman,4,0,21,0,5.25,13,2,0,0,0
T208705,Capitals Vs KKR,Capitals,Shardul Thakur,2.4,0,30,2,11.25,5,3,2,0,0
T208705,Capitals Vs KKR,Capitals,Khaleel Ahmed,4,0,25,3,6.25,13,4,0,0,0
T208705,Capitals Vs KKR,Capitals,Axar Patel,3,0,32,0,10.66,4,2,2,0,0
T208705,Capitals Vs KKR,Capitals,Kuldeep Yadav,4,0,35,4,8.75,8,2,2,2,0
T208705,Capitals Vs KKR,Capitals,Rovman Powell,1,0,17,0,17,0,1,1,1,0
T208705,Capitals Vs KKR,Capitals,Lalit Yadav,1,0,8,1,8,3,0,1,0,0
T204746,Mumbai Vs RCB,RCB,David Willey,2,0,8,0,4,8,1,0,0,0
T204746,Mumbai Vs RCB,RCB,Mohammed Siraj,4,0,51,0,12.75,10,3,4,1,1
T204746,Mumbai Vs RCB,RCB,Wanindu Hasaranga,4,0,28,2,7,10,3,1,0,0
T204746,Mumbai Vs RCB,RCB,Akash Deep,4,1,20,1,5,14,3,0,0,0
T204746,Mumbai Vs RCB,RCB,Harshal Patel,4,0,23,2,5.75,14,2,1,0,0
T204746,Mumbai Vs RCB,RCB,Shahbaz Ahmed,2,0,19,0,9.5,4,2,1,0,0
T204746,Mumbai Vs RCB,Mumbai,Basil Thampi,4,1,29,0,7.25,11,3,1,1,0
T204746,Mumbai Vs RCB,Mumbai,Jaydev Unadkat,4,0,30,1,7.5,10,0,3,0,0
T204746,Mumbai Vs RCB,Mumbai,Jasprit Bumrah,4,0,31,0,7.75,8,1,1,0,0
T204746,Mumbai Vs RCB,Mumbai,Murugan Ashwin,3,0,26,0,8.66,8,3,1,1,0
T204746,Mumbai Vs RCB,Mumbai,Kieron Pollard,3,0,24,0,8,3,1,1,1,0
T204746,Mumbai Vs RCB,Mumbai,Dewald Brevis,0.3,0,8,1,16,1,2,0,0,0
T209199,Super Kings Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,36,1,9,9,3,0,4,0
T209199,Super Kings Vs Sunrisers,Sunrisers,Marco Jansen,4,0,30,1,7.5,11,4,0,0,0
T209199,Super Kings Vs Sunrisers,Sunrisers,Washington Sundar,4,0,21,2,5.25,7,1,0,0,0
T209199,Super Kings Vs Sunrisers,Sunrisers,TNatarajan ,4,0,30,2,7.5,6,2,1,1,0
T209199,Super Kings Vs Sunrisers,Sunrisers,Umran Malik,3,0,29,0,9.66,8,4,1,0,0
T209199,Super Kings Vs Sunrisers,Sunrisers,Aiden Markram,1,0,8,1,8,3,0,1,0,0
T209199,Super Kings Vs Sunrisers,Super Kings,Mukesh Choudhary,4,0,30,1,7.5,11,2,2,0,0
T209199,Super Kings Vs Sunrisers,Super Kings,Maheesh Theekshana,4,0,31,0,7.75,8,3,1,0,0
T209199,Super Kings Vs Sunrisers,Super Kings,Chris Jordan,3,0,34,0,11.33,5,3,2,0,1
T209199,Super Kings Vs Sunrisers,Super Kings,Ravindra Jadeja,3,0,21,0,7,4,1,0,0,0
T209199,Super Kings Vs Sunrisers,Super Kings,Moeen Ali,1,0,10,0,10,1,0,1,0,0
T209199,Super Kings Vs Sunrisers,Super Kings,Dwayne Bravo,2.4,0,29,1,10.87,4,4,0,3,0
T202634,Punjab Kings Vs Titans,Titans,Mohammed Shami,4,0,36,1,9,11,4,2,0,0
T202634,Punjab Kings Vs Titans,Titans,Hardik Pandya,4,0,36,1,9,10,4,1,1,0
T202634,Punjab Kings Vs Titans,Titans,Lockie Ferguson,4,0,33,1,8.25,10,5,0,1,0
T202634,Punjab Kings Vs Titans,Titans,Rashid Khan,4,0,22,3,5.5,10,0,1,0,0
T202634,Punjab Kings Vs Titans,Titans,Darshan Nalkande,3,0,37,2,12.33,4,4,2,1,0
T202634,Punjab Kings Vs Titans,Titans,Rahul Tewatia,1,0,24,0,24,0,1,3,0,0
T202634,Punjab Kings Vs Titans,Punjab Kings,Vaibhav Arora,4,0,34,0,8.5,5,5,0,0,0
T202634,Punjab Kings Vs Titans,Punjab Kings,Arshdeep Singh,4,0,31,0,7.75,10,5,0,1,0
T202634,Punjab Kings Vs Titans,Punjab Kings,Kagiso Rabada,4,0,35,2,8.75,7,5,0,0,1
T202634,Punjab Kings Vs Titans,Punjab Kings,Rahul Chahar,4,0,41,1,10.25,6,3,1,1,0
T202634,Punjab Kings Vs Titans,Punjab Kings,Odean Smith,3,0,35,0,11.66,5,2,3,1,0
T202634,Punjab Kings Vs Titans,Punjab Kings,Liam Livingstone,1,0,12,0,12,1,2,0,0,0
T204296,Capitals Vs Super Giants,Super Giants,Jason Holder,4,0,30,0,7.5,8,1,1,3,0
T204296,Capitals Vs Super Giants,Super Giants,Krishnappa Gowtham,4,1,23,1,5.75,15,3,1,0,0
T204296,Capitals Vs Super Giants,Super Giants,Avesh Khan,3,0,32,0,10.66,5,6,0,0,0
T204296,Capitals Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,22,2,5.5,12,3,0,0,0
T204296,Capitals Vs Super Giants,Super Giants,Andrew Tye,3,0,28,0,9.33,8,2,2,1,0
T204296,Capitals Vs Super Giants,Super Giants,Krunal Pandya,2,0,12,0,6,2,0,0,0,0
T204296,Capitals Vs Super Giants,Capitals,Mustafizur Rahman,4,0,26,0,6.5,8,0,1,2,0
T204296,Capitals Vs Super Giants,Capitals,Lalit Yadav,4,0,21,1,5.25,10,1,0,0,0
T204296,Capitals Vs Super Giants,Capitals,Shardul Thakur,3.4,0,29,1,7.9,9,3,1,0,0
T204296,Capitals Vs Super Giants,Capitals,Anrich Nortje,2.2,0,35,0,15,2,3,2,0,2
T204296,Capitals Vs Super Giants,Capitals,Axar Patel,2,0,11,0,5.5,5,1,0,0,0
T204296,Capitals Vs Super Giants,Capitals,Kuldeep Yadav,3.4,0,31,2,8.45,6,3,1,0,0
T207856,Mumbai Vs KKR,KKR,Umesh Yadav,4,0,25,1,6.25,12,2,1,0,0
T207856,Mumbai Vs KKR,KKR,Rasikh Salam,3,0,18,0,6,6,2,0,0,0
T207856,Mumbai Vs KKR,KKR,Pat Cummins,4,0,49,2,12.25,9,2,5,1,0
T207856,Mumbai Vs KKR,KKR,Sunil Narine,4,0,26,0,6.5,8,1,1,0,0
T207856,Mumbai Vs KKR,KKR,Varun Chakravarthy,4,0,32,1,8,8,2,2,0,0
T207856,Mumbai Vs KKR,KKR,Andre Russell,1,0,9,0,9,3,2,0,0,0
T207856,Mumbai Vs KKR,Mumbai,Basil Thampi,3,0,15,0,5,11,1,1,0,0
T207856,Mumbai Vs KKR,Mumbai,Daniel Sams,3,0,50,1,16.66,4,4,4,0,1
T207856,Mumbai Vs KKR,Mumbai,Jasprit Bumrah,3,0,26,0,8.66,7,3,1,0,0
T207856,Mumbai Vs KKR,Mumbai,Tymal Mills,3,0,38,2,12.66,5,4,2,0,0
T207856,Mumbai Vs KKR,Mumbai,Tilak Varma,1,0,6,0,6,3,1,0,0,0
T207856,Mumbai Vs KKR,Mumbai,Murugan Ashwin,3,0,25,2,8.33,8,0,3,0,0
T203456,Royals Vs RCB,RCB,Mohammed Siraj,4,0,43,0,10.75,8,1,4,2,0
T203456,Royals Vs RCB,RCB,David Willey,4,0,29,1,7.25,8,2,1,0,0
T203456,Royals Vs RCB,RCB,Akash Deep,4,0,44,0,11,6,0,4,0,1
T203456,Royals Vs RCB,RCB,Wanindu Hasaranga,4,0,32,1,8,10,2,2,0,0
T203456,Royals Vs RCB,RCB,Harshal Patel,4,0,18,1,4.5,11,1,0,2,0
T203456,Royals Vs RCB,Royals,Trent Boult,4,0,34,2,8.5,9,4,1,0,0
T203456,Royals Vs RCB,Royals,Prasidh Krishna,4,0,40,0,10,9,6,1,2,0
T203456,Royals Vs RCB,Royals,Ravichandran Ashwin,4,0,39,0,9.75,10,5,1,3,1
T203456,Royals Vs RCB,Royals,Yuzvendra Chahal,4,0,15,2,3.75,12,1,0,0,0
T203456,Royals Vs RCB,Royals,Navdeep Saini,3,0,36,1,12,2,4,1,1,0
T203456,Royals Vs RCB,Royals,Yashasvi Jaiswal,0.1,0,6,0,36,0,0,1,0,0
T204825,Super Giants Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,25,0,6.25,7,1,0,0,0
T204825,Super Giants Vs Sunrisers,Sunrisers,Washington Sundar,4,0,28,2,7,10,3,1,0,0
T204825,Super Giants Vs Sunrisers,Sunrisers,Romario Shepherd,4,0,42,2,10.5,10,3,3,1,0
T204825,Super Giants Vs Sunrisers,Sunrisers,Umran Malik,3,0,39,0,13,4,5,2,0,0
T204825,Super Giants Vs Sunrisers,Sunrisers,Abdul Samad,1,0,8,0,8,1,1,0,0,0
T204825,Super Giants Vs Sunrisers,Sunrisers,TNatarajan ,4,0,26,2,6.5,6,1,0,0,0
T204825,Super Giants Vs Sunrisers,Super Giants,Jason Holder,4,0,34,3,8.5,8,3,1,2,0
T204825,Super Giants Vs Sunrisers,Super Giants,Krunal Pandya,4,0,27,2,6.75,8,0,2,0,0
T204825,Super Giants Vs Sunrisers,Super Giants,Avesh Khan,4,0,24,4,6,15,2,1,1,0
T204825,Super Giants Vs Sunrisers,Super Giants,Andrew Tye,4,0,39,0,9.75,6,5,1,1,0
T204825,Super Giants Vs Sunrisers,Super Giants,Ravi Bishnoi,4,0,29,0,7.25,5,2,0,1,1
T206118,Punjab Kings Vs Super Kings,Super Kings,Mukesh Choudhary,4,0,52,1,13,11,5,4,3,0
T206118,Punjab Kings Vs Super Kings,Super Kings,Chris Jordan,4,0,23,2,5.75,12,0,1,1,0
T206118,Punjab Kings Vs Super Kings,Super Kings,Dwayne Bravo,3,0,32,1,10.66,8,3,2,2,0
T206118,Punjab Kings Vs Super Kings,Super Kings,Ravindra Jadeja,4,0,34,1,8.5,10,2,2,3,0
T206118,Punjab Kings Vs Super Kings,Super Kings,Dwaine Pretorius,4,0,30,2,7.5,11,2,1,4,0
T206118,Punjab Kings Vs Super Kings,Super Kings,Moeen Ali,1,0,8,0,8,3,0,1,0,0
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Vaibhav Arora,4,0,21,2,5.25,14,3,0,1,0
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Kagiso Rabada,3,0,28,1,9.33,11,2,2,0,2
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Arshdeep Singh,2,0,13,1,6.5,5,2,0,0,0
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Odean Smith,2,0,14,1,7,6,1,1,0,0
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Rahul Chahar,4,0,25,3,6.25,9,1,1,0,0
T206118,Punjab Kings Vs Super Kings,Punjab Kings,Liam Livingstone,3,0,25,2,8.33,7,2,1,1,0
T205181,Titans Vs Capitals,Capitals,Mustafizur Rahman,4,0,23,3,5.75,7,1,0,1,0
T205181,Titans Vs Capitals,Capitals,Shardul Thakur,4,0,42,0,10.5,6,4,1,2,1
T205181,Titans Vs Capitals,Capitals,Khaleel Ahmed,4,0,34,2,8.5,7,5,0,0,0
T205181,Titans Vs Capitals,Capitals,Axar Patel,4,0,37,0,9.25,7,1,3,0,0
T205181,Titans Vs Capitals,Capitals,Kuldeep Yadav,4,0,32,1,8,10,3,1,0,0
T205181,Titans Vs Capitals,Titans,Mohammed Shami,4,0,30,2,7.5,10,5,0,0,0
T205181,Titans Vs Capitals,Titans,Hardik Pandya,4,0,22,1,5.5,11,2,0,0,0
T205181,Titans Vs Capitals,Titans,Lockie Ferguson,4,0,28,4,7,12,5,0,1,0
T205181,Titans Vs Capitals,Titans,Rashid Khan,4,0,30,1,7.5,9,1,1,1,0
T205181,Titans Vs Capitals,Titans,Varun Aaron,1,0,7,0,7,2,1,0,0,0
T205181,Titans Vs Capitals,Titans,Vijay Shankar,1,0,14,0,14,2,3,0,1,0
T205181,Titans Vs Capitals,Titans,Rahul Tewatia,2,0,22,0,11,3,1,2,0,0
T209847,Royals Vs Mumbai,Mumbai,Jasprit Bumrah,4,0,17,3,4.25,16,3,0,0,0
T209847,Royals Vs Mumbai,Mumbai,Daniel Sams,4,0,32,0,8,10,2,2,2,0
T209847,Royals Vs Mumbai,Mumbai,Basil Thampi,1,0,26,0,26,1,2,3,0,0
T209847,Royals Vs Mumbai,Mumbai,Murugan Ashwin,3,0,32,0,10.66,6,2,2,3,0
T209847,Royals Vs Mumbai,Mumbai,Tymal Mills,4,0,35,3,8.75,10,3,2,0,0
T209847,Royals Vs Mumbai,Mumbai,Kieron Pollard,4,0,46,1,11.5,5,5,2,1,0
T209847,Royals Vs Mumbai,Royals,Trent Boult,4,0,29,1,7.25,11,3,1,1,0
T209847,Royals Vs Mumbai,Royals,Prasidh Krishna,4,0,37,1,9.25,13,4,1,5,1
T209847,Royals Vs Mumbai,Royals,Navdeep Saini,3,0,36,2,12,8,4,2,1,1
T209847,Royals Vs Mumbai,Royals,Ravichandran Ashwin,4,0,30,1,7.5,6,0,2,0,0
T209847,Royals Vs Mumbai,Royals,Yuzvendra Chahal,4,0,26,2,6.5,11,2,1,1,0
T209847,Royals Vs Mumbai,Royals,Riyan Parag,1,0,11,0,11,1,0,1,0,0
T203227,Punjab Kings Vs KKR,KKR,Umesh Yadav,4,1,23,4,5.75,13,2,1,0,1
T203227,Punjab Kings Vs KKR,KKR,Tim Southee,4,0,36,2,9,14,5,2,0,1
T203227,Punjab Kings Vs KKR,KKR,Shivam Mavi,2,0,39,1,19.5,4,3,4,2,0
T203227,Punjab Kings Vs KKR,KKR,Varun Chakravarthy,4,0,14,0,3.5,14,0,0,2,0
T203227,Punjab Kings Vs KKR,KKR,Sunil Narine,4,0,23,1,5.75,13,1,1,2,0
T203227,Punjab Kings Vs KKR,KKR,Andre Russell,0.2,0,0,1,0,2,0,0,0,0
T203227,Punjab Kings Vs KKR,Punjab Kings,Arshdeep Singh,3,0,32,0,10.66,9,5,1,0,1
T203227,Punjab Kings Vs KKR,Punjab Kings,Kagiso Rabada,3,0,23,1,7.66,8,3,0,1,0
T203227,Punjab Kings Vs KKR,Punjab Kings,Odean Smith,2,0,39,1,19.5,4,3,4,0,1
T203227,Punjab Kings Vs KKR,Punjab Kings,Rahul Chahar,4,1,13,2,3.25,13,0,0,1,0
T203227,Punjab Kings Vs KKR,Punjab Kings,Harpreet Brar,2,0,20,0,10,4,0,2,1,0
T203227,Punjab Kings Vs KKR,Punjab Kings,Liam Livingstone,0.3,0,13,0,26,0,0,2,0,0
T207058,Super Kings Vs Super Giants,Super Giants,Avesh Khan,4,0,38,2,9.5,12,5,2,0,0
T207058,Super Kings Vs Super Giants,Super Giants,Dushmantha Chameera,4,0,49,0,12.25,6,6,2,1,0
T207058,Super Kings Vs Super Giants,Super Giants,Andrew Tye,4,0,40,2,10,10,6,1,1,0
T207058,Super Kings Vs Super Giants,Super Giants,Krunal Pandya,3,0,36,0,12,3,3,2,1,0
T207058,Super Kings Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,24,2,6,11,3,0,0,0
T207058,Super Kings Vs Super Giants,Super Giants,Deepak Hooda,1,0,12,0,12,2,1,1,0,0
T207058,Super Kings Vs Super Giants,Super Kings,Mukesh Choudhary,3.3,0,39,0,11.14,8,4,2,3,0
T207058,Super Kings Vs Super Giants,Super Kings,Tushar Deshpande,4,0,40,1,10,9,6,1,1,0
T207058,Super Kings Vs Super Giants,Super Kings,Dwayne Bravo,4,0,35,1,8.75,6,2,1,3,0
T207058,Super Kings Vs Super Giants,Super Kings,Ravindra Jadeja,2,0,21,0,10.5,3,2,1,0,0
T207058,Super Kings Vs Super Giants,Super Kings,Moeen Ali,1,0,14,0,14,1,1,1,0,0
T207058,Super Kings Vs Super Giants,Super Kings,Dwaine Pretorius,4,0,31,2,7.75,9,1,1,3,0
T207058,Super Kings Vs Super Giants,Super Kings,Shivam Dube,1,0,25,0,25,0,2,2,2,0
T203578,KKR Vs RCB,RCB,David Willey,2,0,7,0,3.5,6,0,0,0,0
T203578,KKR Vs RCB,RCB,Mohammed Siraj,4,0,25,1,6.25,13,4,0,0,0
T203578,KKR Vs RCB,RCB,Akash Deep,3.5,0,45,3,11.73,10,5,3,0,1
T203578,KKR Vs RCB,RCB,Wanindu Hasaranga,4,0,20,4,5,15,0,2,0,0
T203578,KKR Vs RCB,RCB,Harshal Patel,4,2,11,2,2.75,19,2,0,0,0
T203578,KKR Vs RCB,RCB,Shahbaz Ahmed,1,0,16,0,16,2,0,2,1,0
T203578,KKR Vs RCB,KKR,Umesh Yadav,4,0,16,2,4,14,2,0,0,0
T203578,KKR Vs RCB,KKR,Tim Southee,4,0,20,3,5,16,2,0,2,0
T203578,KKR Vs RCB,KKR,Andre Russell,2.2,0,36,0,15.42,6,2,3,1,1
T203578,KKR Vs RCB,KKR,Sunil Narine,4,0,12,1,3,13,0,0,0,0
T203578,KKR Vs RCB,KKR,Varun Chakravarthy,4,0,33,1,8.25,11,3,2,1,0
T203578,KKR Vs RCB,KKR,Venkatesh Iyer,1,0,10,0,10,2,2,0,0,0
T205314,Royals Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,29,1,7.25,14,2,2,1,2
T205314,Royals Vs Sunrisers,Sunrisers,Romario Shepherd,4,0,33,1,8.25,12,3,2,1,0
